Curve Type,Curve ID,ObservationDate,Currency,Days per Annum,Mean Reversion Rate,daycount Convention,Compounding Frequency, Yields.0.Maturity,Yields.1.Maturity, Yields.2.Maturity, Yields.3.Maturity, Yields.4.Maturity, Yields.5.Maturity,Yields.6.Maturity, Yields.7.Maturity, Yields.8.Maturity, Yields.9.Maturity, Yields.0.Value,Yields.1.Value, Yields.2.Value, Yields.3.Value, Yields.4.Value, Yields.5.Value,Yields.6.Value, Yields.7.Value, Yields.8.Value, Yields.9.Value,
Yield,zero,2020/08/25,ALL,lin,,ACT365FIXED,CONTINUOUS,31,92,184,273,365,730,1095,1462,1826,2191,0.02285232378505,0.02285040618767,0.02283030348592,0.02196173438297,0.02112456066521,0.03028440543695,0.03387952061346,0.03821534100461,0.04081672580937,0.04083588352224
